State,County,County and State,2015 Population,2019 Population,Net Migration 2015-19,% Change Due to Migration
Iowa,Ringgold County,"Ringgold County, Iowa",4977,4894,-29.0,-0.005826803295157726
Iowa,Sac County,"Sac County, Iowa",9966,9721,-36.0,-0.003612281757977122
Iowa,Scott County,"Scott County, Iowa",171903,172943,-1781.0,-0.010360493999522987
Iowa,Shelby County,"Shelby County, Iowa",11789,11454,71.0,0.006022563406565443
Iowa,Sioux County,"Sioux County, Iowa",34754,34855,10.0,0.00028773666340565113
Iowa,Story County,"Story County, Iowa",96636,97117,2891.0,0.029916387267684922
Iowa,Tama County,"Tama County, Iowa",17217,16854,-50.0,-0.0029041064064587326
Iowa,Taylor County,"Taylor County, Iowa",6246,6121,-58.0,-0.009285943003522255
Iowa,Union County,"Union County, Iowa",12430,12241,-399.0,-0.03209975864843122
Iowa,Van Buren County,"Van Buren County, Iowa",7296,7044,-231.0,-0.031661184210526314
Iowa,Wapello County,"Wapello County, Iowa",35456,34969,-515.0,-0.01452504512635379
Iowa,Warren County,"Warren County, Iowa",48468,51466,-233.0,-0.0048072955351984815
Iowa,Washington County,"Washington County, Iowa",22145,21965,182.0,0.008218559494242493
Iowa,Wayne County,"Wayne County, Iowa",6359,6441,-122.0,-0.01918540651045762
Iowa,Webster County,"Webster County, Iowa",37066,35904,571.0,0.015404953326498678
Iowa,Winnebago County,"Winnebago County, Iowa",10603,10354,189.0,0.017825143827218712
Iowa,Winneshiek County,"Winneshiek County, Iowa",20745,19991,208.0,0.01002651241262955
Iowa,Woodbury County,"Woodbury County, Iowa",102492,103107,-2129.0,-0.020772352964133788
Iowa,Worth County,"Worth County, Iowa",7503,7381,24.0,0.003198720511795282
Iowa,Wright County,"Wright County, Iowa",12841,12562,368.0,0.028658204189704852
Kansas,Allen County,"Allen County, Kansas",12683,12369,-451.0,-0.03555941023417172
Kansas,Anderson County,"Anderson County, Kansas",7816,7858,192.0,0.02456499488229273
Kansas,Atchison County,"Atchison County, Kansas",16418,16073,-142.0,-0.008649043732488731
Kansas,Barber County,"Barber County, Kansas",4824,4427,-76.0,-0.015754560530679935
Kansas,Barton County,"Barton County, Kansas",27159,25779,-1461.0,-0.05379432232409146
Kansas,Bourbon County,"Bourbon County, Kansas",14733,14534,-182.0,-0.012353220661100929
Kansas,Brown County,"Brown County, Kansas",9708,9564,-273.0,-0.02812113720642769
Kansas,Butler County,"Butler County, Kansas",66249,66911,-773.0,-0.011668100650575858
Kansas,Chase County,"Chase County, Kansas",2656,2648,27.0,0.01016566265060241
Kansas,Chautauqua County,"Chautauqua County, Kansas",3387,3250,21.0,0.006200177147918512
Kansas,Cherokee County,"Cherokee County, Kansas",20535,19939,-162.0,-0.007888970051132213
Kansas,Cheyenne County,"Cheyenne County, Kansas",2674,2657,62.0,0.02318623784592371
Kansas,Clark County,"Clark County, Kansas",2081,1994,-246.0,-0.11821239788563191
Kansas,Clay County,"Clay County, Kansas",8293,8002,373.0,0.0449776920294224
Kansas,Cloud County,"Cloud County, Kansas",9188,8786,282.0,0.030692207226817588
Kansas,Coffey County,"Coffey County, Kansas",8291,8179,414.0,0.04993366300808105
Kansas,Comanche County,"Comanche County, Kansas",1827,1700,-76.0,-0.04159824849480022
Kansas,Cowley County,"Cowley County, Kansas",35752,34908,28.0,0.0007831729693443723
Kansas,Crawford County,"Crawford County, Kansas",39139,38818,1689.0,0.043153887426863234
Kansas,Decatur County,"Decatur County, Kansas",2923,2827,231.0,0.07902839548409168
Kansas,Dickinson County,"Dickinson County, Kansas",19206,18466,-457.0,-0.023794647505987712
Kansas,Doniphan County,"Doniphan County, Kansas",7788,7600,517.0,0.06638418079096045
Kansas,Douglas County,"Douglas County, Kansas",118141,122259,2449.0,0.02072946733140908
Kansas,Edwards County,"Edwards County, Kansas",2955,2798,-100.0,-0.0338409475465313
Kansas,Elk County,"Elk County, Kansas",2574,2530,-34.0,-0.01320901320901321
Kansas,Ellis County,"Ellis County, Kansas",28999,28553,958.0,0.03303562191799717
Kansas,Ellsworth County,"Ellsworth County, Kansas",6302,6102,-52.0,-0.008251348778165662
Kansas,Finney County,"Finney County, Kansas",37148,36467,-1254.0,-0.03375686443415527
Kansas,Ford County,"Ford County, Kansas",34629,33619,538.0,0.015536111351757198
Kansas,Franklin County,"Franklin County, Kansas",25469,25544,-1285.0,-0.0504534924810554
Kansas,Geary County,"Geary County, Kansas",36681,31670,-2321.0,-0.06327526512363349
Kansas,Gove County,"Gove County, Kansas",2698,2636,-37.0,-0.013713862120088955
Kansas,Graham County,"Graham County, Kansas",2591,2482,-272.0,-0.10497877267464299
Kansas,Grant County,"Grant County, Kansas",7724,7150,-267.0,-0.0345675815639565
Kansas,Gray County,"Gray County, Kansas",6082,5988,-31.0,-0.005097007563301546
Kansas,Greeley County,"Greeley County, Kansas",1302,1232,-17.0,-0.013056835637480798
Kansas,Greenwood County,"Greenwood County, Kansas",6233,5982,-259.0,-0.041553024225894436
Kansas,Hamilton County,"Hamilton County, Kansas",2568,2539,-114.0,-0.04439252336448598
Kansas,Harper County,"Harper County, Kansas",5781,5436,26.0,0.004497491783428472
Kansas,Harvey County,"Harvey County, Kansas",34802,34429,-193.0,-0.005545658295500259
Kansas,Haskell County,"Haskell County, Kansas",4089,3968,-25.0,-0.006113964294448521
Kansas,Hodgeman County,"Hodgeman County, Kansas",1869,1794,13.0,0.006955591225254147
Kansas,Jackson County,"Jackson County, Kansas",13285,13171,-344.0,-0.025893865261573203
Kansas,Jefferson County,"Jefferson County, Kansas",18794,19043,-626.0,-0.03330850271363201
Kansas,Jewell County,"Jewell County, Kansas",2963,2879,-47.0,-0.015862301721228485
Kansas,Johnson County,"Johnson County, Kansas",579684,602401,1833.0,0.0031620676092491773
Kansas,Kearny County,"Kearny County, Kansas",3929,3838,-205.0,-0.05217612624077373
Kansas,Kingman County,"Kingman County, Kansas",7636,7152,-18.0,-0.002357255107386066
Kansas,Kiowa County,"Kiowa County, Kansas",2570,2475,-96.0,-0.03735408560311284
Kansas,Labette County,"Labette County, Kansas",20628,19618,-258.0,-0.012507271669575335
Kansas,Lane County,"Lane County, Kansas",1630,1535,-14.0,-0.008588957055214725
Kansas,Leavenworth County,"Leavenworth County, Kansas",79119,81758,554.0,0.007002110744574628
Kansas,Lincoln County,"Lincoln County, Kansas",3142,2962,-165.0,-0.05251432208784214
Kansas,Linn County,"Linn County, Kansas",9580,9703,130.0,0.013569937369519834
Kansas,Logan County,"Logan County, Kansas",2787,2794,5.0,0.001794043774668102
Kansas,Lyon County,"Lyon County, Kansas",33133,33195,874.0,0.026378534995321886
Kansas,McPherson County,"McPherson County, Kansas",28648,28542,-23.0,-0.0008028483663781067
Kansas,Marion County,"Marion County, Kansas",12053,11884,167.0,0.013855471666804944
Kansas,Marshall County,"Marshall County, Kansas",9845,9707,-204.0,-0.020721178263077705
Kansas,Meade County,"Meade County, Kansas",4301,4033,30.0,0.006975122064636131
Kansas,Miami County,"Miami County, Kansas",32758,34237,-178.0,-0.005433787166493681
Kansas,Mitchell County,"Mitchell County, Kansas",6294,5979,4.0,0.0006355258976803305
Kansas,Montgomery County,"Montgomery County, Kansas",33436,31829,8.0,0.00023926306974518484
Kansas,Morris County,"Morris County, Kansas",5628,5620,-277.0,-0.0492181947405828
Kansas,Morton County,"Morton County, Kansas",2953,2587,-223.0,-0.07551642397561802
Kansas,Nemaha County,"Nemaha County, Kansas",10094,10231,-42.0,-0.004160887656033287
Kansas,Neosho County,"Neosho County, Kansas",16287,16007,43.0,0.002640142444894701
Kansas,Ness County,"Ness County, Kansas",3020,2750,51.0,0.016887417218543047
Kansas,Norton County,"Norton County, Kansas",5536,5361,5.0,0.0009031791907514451
Kansas,Osage County,"Osage County, Kansas",15865,15949,-235.0,-0.01481248030255279
Kansas,Osborne County,"Osborne County, Kansas",3641,3421,-47.0,-0.012908541609447955
Kansas,Ottawa County,"Ottawa County, Kansas",5934,5704,-160.0,-0.026963262554769128
Kansas,Pawnee County,"Pawnee County, Kansas",6769,6414,131.0,0.01935293248633476
Kansas,Phillips County,"Phillips County, Kansas",5420,5234,-344.0,-0.06346863468634686
Kansas,Pottawatomie County,"Pottawatomie County, Kansas",23123,24383,551.0,0.0238290879211175
Kansas,Pratt County,"Pratt County, Kansas",9697,9164,133.0,0.013715582138805816
Kansas,Rawlins County,"Rawlins County, Kansas",2506,2530,143.0,0.057063048683160415
Kansas,Reno County,"Reno County, Kansas",63596,61998,366.0,0.005755078935782125
Kansas,Republic County,"Republic County, Kansas",4688,4636,67.0,0.014291808873720136
Kansas,Rice County,"Rice County, Kansas",9925,9537,-60.0,-0.006045340050377834
Kansas,Riley County,"Riley County, Kansas",77185,74232,-634.0,-0.008214031223683358
Kansas,Rooks County,"Rooks County, Kansas",5179,4920,-63.0,-0.01216451052326704
Kansas,Rush County,"Rush County, Kansas",3098,3036,-149.0,-0.04809554551323435
Kansas,Russell County,"Russell County, Kansas",7044,6856,-62.0,-0.008801817149346962
Kansas,Saline County,"Saline County, Kansas",55429,54224,658.0,0.011871042234209529
Kansas,Scott County,"Scott County, Kansas",4948,4823,176.0,0.03556992724333064
Kansas,Sedgwick County,"Sedgwick County, Kansas",511083,516042,-550.0,-0.00107614614455969
Kansas,Seward County,"Seward County, Kansas",23273,21428,-361.0,-0.015511536974176085
Kansas,Shawnee County,"Shawnee County, Kansas",178689,176875,802.0,0.004488244939531812
Kansas,Sheridan County,"Sheridan County, Kansas",2475,2521,88.0,0.035555555555555556
Kansas,Sherman County,"Sherman County, Kansas",5964,5917,-214.0,-0.035881958417169686
Kansas,Smith County,"Smith County, Kansas",3689,3583,95.0,0.025752236378422336
Kansas,Stafford County,"Stafford County, Kansas",4215,4156,-264.0,-0.06263345195729537
Kansas,Stanton County,"Stanton County, Kansas",2070,2006,-67.0,-0.0323671497584541
Kansas,Stevens County,"Stevens County, Kansas",5789,5485,154.0,0.026602176541717048
Kansas,Sumner County,"Sumner County, Kansas",23417,22836,13.0,0.0005551522398257676
Kansas,Thomas County,"Thomas County, Kansas",7895,7777,344.0,0.04357188093730209
Kansas,Trego County,"Trego County, Kansas",2907,2803,354.0,0.1217750257997936
Kansas,Wabaunsee County,"Wabaunsee County, Kansas",6887,6931,-57.0,-0.008276462901118048
Kansas,Wallace County,"Wallace County, Kansas",1505,1518,-26.0,-0.01727574750830565
Kansas,Washington County,"Washington County, Kansas",5568,5406,-209.0,-0.03753591954022988
Kansas,Wichita County,"Wichita County, Kansas",2167,2119,-165.0,-0.07614213197969544
Kansas,Wilson County,"Wilson County, Kansas",8845,8525,-314.0,-0.035500282645562466
Kansas,Woodson County,"Woodson County, Kansas",3144,3138,-97.0,-0.030852417302798984
Kansas,Wyandotte County,"Wyandotte County, Kansas",163682,165429,-2754.0,-0.016825307608655807
Kentucky,Adair County,"Adair County, Kentucky",19162,19202,-384.0,-0.020039661830706608
Kentucky,Allen County,"Allen County, Kentucky",20660,21315,-156.0,-0.007550822846079381
Kentucky,Anderson County,"Anderson County, Kentucky",21920,22747,170.0,0.007755474452554745
Kentucky,Ballard County,"Ballard County, Kentucky",8216,7888,-103.0,-0.0125365141187926
Kentucky,Barren County,"Barren County, Kentucky",43546,44249,-321.0,-0.007371515179350572
Kentucky,Bath County,"Bath County, Kentucky",12203,12500,-624.0,-0.05113496681143981
Kentucky,Bell County,"Bell County, Kentucky",27370,26032,327.0,0.011947387650712458
Kentucky,Boone County,"Boone County, Kentucky",128161,133581,-467.0,-0.0036438542146206726
Kentucky,Bourbon County,"Bourbon County, Kentucky",20166,19788,-141.0,-0.00699196667658435
Kentucky,Boyd County,"Boyd County, Kentucky",48471,46718,-195.0,-0.004023024076251779
Kentucky,Boyle County,"Boyle County, Kentucky",29782,30060,1056.0,0.035457658988650866
Kentucky,Bracken County,"Bracken County, Kentucky",8290,8303,-311.0,-0.03751507840772014
Kentucky,Breathitt County,"Breathitt County, Kentucky",13363,12630,-97.0,-0.0072588490608396315
Kentucky,Breckinridge County,"Breckinridge County, Kentucky",19979,20477,-256.0,-0.012813454126833174
Kentucky,Bullitt County,"Bullitt County, Kentucky",78677,81676,-981.0,-0.012468701145188556
Kentucky,Butler County,"Butler County, Kentucky",12734,12879,99.0,0.007774462070048688
Kentucky,Caldwell County,"Caldwell County, Kentucky",12748,12747,30.0,0.002353310323187951
Kentucky,Calloway County,"Calloway County, Kentucky",38656,39001,1551.0,0.04012313741721854
Kentucky,Campbell County,"Campbell County, Kentucky",92124,93584,-141.0,-0.0015305457861143675
Kentucky,Carlisle County,"Carlisle County, Kentucky",4852,4760,-213.0,-0.043899422918384175
Kentucky,Carroll County,"Carroll County, Kentucky",10682,10631,-600.0,-0.05616925669350309
Kentucky,Carter County,"Carter County, Kentucky",27439,26797,-445.0,-0.01621779219359306
Kentucky,Casey County,"Casey County, Kentucky",15749,16159,27.0,0.0017143945647342688
Kentucky,Christian County,"Christian County, Kentucky",73075,70461,-667.0,-0.009127608621279508
Kentucky,Clark County,"Clark County, Kentucky",35660,36263,315.0,0.008833426808749299
Kentucky,Clay County,"Clay County, Kentucky",20974,19901,45.0,0.0021455134928959666
Kentucky,Clinton County,"Clinton County, Kentucky",10183,10218,4.0,0.0003928115486595306
Kentucky,Crittenden County,"Crittenden County, Kentucky",9168,8806,-352.0,-0.038394415357766144
Kentucky,Cumberland County,"Cumberland County, Kentucky",6737,6614,122.0,0.01810895057147098
Kentucky,Daviess County,"Daviess County, Kentucky",99485,101511,-599.0,-0.0060210081921897775
Kentucky,Edmonson County,"Edmonson County, Kentucky",11991,12150,254.0,0.021182553581853055
Kentucky,Elliott County,"Elliott County, Kentucky",7548,7517,585.0,0.07750397456279809
Kentucky,Estill County,"Estill County, Kentucky",14373,14106,251.0,0.017463299241633617
Kentucky,Fayette County,"Fayette County, Kentucky",315819,323152,4518.0,0.014305662420563678
Kentucky,Fleming County,"Fleming County, Kentucky",14578,14581,-345.0,-0.023665797777472904
Kentucky,Floyd County,"Floyd County, Kentucky",37531,35589,449.0,0.011963443553329248
Kentucky,Franklin County,"Franklin County, Kentucky",50070,50991,245.0,0.004893149590573197
Kentucky,Fulton County,"Fulton County, Kentucky",6266,5969,-205.0,-0.03271624640919247
Kentucky,Gallatin County,"Gallatin County, Kentucky",8613,8869,-152.0,-0.01764774178567282
Kentucky,Garrard County,"Garrard County, Kentucky",17207,17666,-432.0,-0.02510606148660429
Kentucky,Grant County,"Grant County, Kentucky",24736,25069,46.0,0.0018596377749029755
Kentucky,Graves County,"Graves County, Kentucky",37248,37266,145.0,0.0038928264604810997
Kentucky,Grayson County,"Grayson County, Kentucky",26138,26427,-179.0,-0.0068482668911163825
Kentucky,Green County,"Green County, Kentucky",10951,10941,-27.0,-0.0024655282622591543
Kentucky,Greenup County,"Greenup County, Kentucky",36006,35098,123.0,0.0034160973171138143
Kentucky,Hancock County,"Hancock County, Kentucky",8641,8722,-21.0,-0.0024302742738109015
Kentucky,Hardin County,"Hardin County, Kentucky",106272,110958,1238.0,0.011649352604637158
Kentucky,Harlan County,"Harlan County, Kentucky",27506,26010,-331.0,-0.012033738093506871
Kentucky,Harrison County,"Harrison County, Kentucky",18641,18886,64.0,0.00343329220535379
Kentucky,Hart County,"Hart County, Kentucky",18421,19035,-183.0,-0.00993431409804028
Kentucky,Henderson County,"Henderson County, Kentucky",46344,45210,57.0,0.0012299326773692388
Kentucky,Henry County,"Henry County, Kentucky",15563,16126,328.0,0.021075628092270128
Kentucky,Hickman County,"Hickman County, Kentucky",4612,4380,-132.0,-0.028620988725065046
Kentucky,Hopkins County,"Hopkins County, Kentucky",46055,44686,-555.0,-0.01205080881554663
Kentucky,Jackson County,"Jackson County, Kentucky",13325,13329,-362.0,-0.027166979362101315
Kentucky,Jefferson County,"Jefferson County, Kentucky",764946,766757,-4619.0,-0.006038334732124882
Kentucky,Jessamine County,"Jessamine County, Kentucky",51809,54115,-767.0,-0.014804377617788415
Kentucky,Johnson County,"Johnson County, Kentucky",23128,22188,376.0,0.016257350397786235
Kentucky,Kenton County,"Kenton County, Kentucky",164478,166998,739.0,0.004493002103624801
Kentucky,Knott County,"Knott County, Kentucky",15680,14806,311.0,0.019834183673469386
Kentucky,Knox County,"Knox County, Kentucky",31465,31145,-847.0,-0.026918798665183537
Kentucky,Larue County,"Larue County, Kentucky",14110,14398,-314.0,-0.0222537207654146
Kentucky,Laurel County,"Laurel County, Kentucky",59919,60813,6.0,0.0001001351824963701
Kentucky,Lawrence County,"Lawrence County, Kentucky",15861,15317,-48.0,-0.0030262909022129754
Kentucky,Lee County,"Lee County, Kentucky",6746,7403,31.0,0.004595315742662319
Kentucky,Leslie County,"Leslie County, Kentucky",10644,9877,-729.0,-0.06848928974069898
Kentucky,Letcher County,"Letcher County, Kentucky",23049,21553,-607.0,-0.02633519892403141
Kentucky,Lewis County,"Lewis County, Kentucky",13663,13275,-272.0,-0.019907780136134083
Kentucky,Lincoln County,"Lincoln County, Kentucky",24342,24549,681.0,0.027976337194971654
Kentucky,Livingston County,"Livingston County, Kentucky",9289,9194,-22.0,-0.0023683927225750887
Kentucky,Logan County,"Logan County, Kentucky",26746,27102,-428.0,-0.016002392881178495
Kentucky,Lyon County,"Lyon County, Kentucky",8474,8210,94.0,0.011092754307292896
Kentucky,McCracken County,"McCracken County, Kentucky",64948,65418,-814.0,-0.012533103405801565
Kentucky,McCreary County,"McCreary County, Kentucky",17883,17231,-26.0,-0.0014538947603869596
